source,published,topic,title,summary,link
WHO,2025-12-19 16:56:10+00:00,Other,"UN agencies welcome news that famine has been pushed back in the Gaza Strip, but warn fragile gains could be reversed without increased and sustained support",The latest Integrated Food Security Phase Classification (IPC) analysis for Gaza confirms that no areas of the Strip are currently classified in famine following the October ceasefire and improved humanitarian and commercial access.,https://www.who.int/news/item/19-12-2025-un-agencies-welcome-news-that-famine-has-been-pushed-back-in-the-gaza-strip-but-warn-fragile-gains-could-be-reversed-without-increased-and-sustained-support
WHO,2025-12-18 15:43:16+00:00,Pandemic,WHO validates Brazil for eliminating mother-to-child transmission of HIV,"<p>The World Health Organization (WHO) has validated Brazil for the elimination of mother-to-child transmission (EMTCT) of HIV, making it the most populous country in the Americas to achieve this historic milestone. This accomplishment reflects Brazil&rsquo;s long-standing commitment to universal and free access to health services through its Unified Health System (SUS), anchored in a strong primary health-care system and respect for human rights.</p><p>&ldquo;Eliminating mother-to-child transmission of HIV is a major public health achievement for any country, especially for a country as large and complex as Brazil,&rdquo; said Dr Tedros Adhanom Ghebreyesus, WHO Director-General. &ldquo;Brazil has shown that with sustained political commitment and equitable access to quality health services, every country can ensure that every child is born free of HIV and every mother receives the care she deserves.&rdquo;</p><p>The milestone was marked during a ceremony in Bras&iacute;lia, attended by President Luiz In&aacute;cio Lula da Silva, Brazil&rsquo;s Minister of Health<strong> </strong>Alexandre Padilha, and the Director of the Pan American Health Organization (PAHO) Dr Jarbas Barbosa, along with representatives from  UNAIDS.</p><h2>Meeting validation criteria</h2><p>Brazil met all the criteria for EMTCT validation, including reducing vertical transmission of HIV to below 2% and achieving over 95% coverage for prenatal care, routine HIV testing, and timely treatment for pregnant women living with HIV. In addition to meeting the targets of the validation, Brazil demonstrated the delivery of quality services for mothers and their infants, robust data and laboratory systems, and a strong commitment to human rights, gender equality and community engagement.</p><p>The country implemented a progressive, subnational approach by first certifying states and municipalities with over 100 000 inhabitants, adapting the PAHO/WHO validation methodology to its national context while maintaining coherence across the country.</p><p>The evaluation, supported by PAHO, was conducted by independent experts who reviewed data, documentation, and health facility operations. Findings were then assessed by WHO&rsquo;s Global Validation Advisory Committee, which formally recommended Brazil&rsquo;s validation for elimination.</p><p>&ldquo;This achievement shows that eliminating vertical transmission of HIV is possible when pregnant women know their HIV status, receive timely treatment, and have access to maternal health services and safe delivery,&rdquo; said Dr Jarbas Barbosa, Director of PAHO. &ldquo;It is also the result of the tireless dedication of thousands of health professionals, community health workers, and civil society organizations. Every day, they sustain the continuity of care, identify obstacles, and work to overcome them, ensuring that even the most vulnerable populations can access essential health services.""</p><h2>Part of a broader initiative</h2><p>Over the past decade (2015-2024), more than 50 000 pediatric HIV infections have been averted in the Region of the Americas as a result of the implementation of the initiative to eliminate mother-to-child transmission of HIV.</p><p>Brazil&rsquo;s success is part of the broader EMTCT Plus Initiative, which seeks to eliminate mother-to-child transmission of HIV, syphilis, hepatitis B, and congenital Chagas, in collaboration with UNICEF and UNAIDS. It is embedded within PAHO&rsquo;s <a href=""https://www.paho.org/en/elimination-initiative"">Elimination Initiative</a>, a regional effort to eliminate more than 30 communicable diseases and related conditions in the Americas by 2030.</p><p>""I am delighted that Brazil has just been certified by WHO/PAHO for eliminating vertical transmission &ndash; the first country of more than 100 million people to do so,&rdquo; said Winnie Byanyima, UNAIDS Executive Director. &ldquo;And they did it by doing what we know works &ndash;prioritizing universal health care, tackling the social determinants that drive the epidemic, protecting human rights, and even &ndash; when necessary &ndash; breaking monopolies to secure access to medicines.""</p><h2>Global context</h2><p>Brazil is one of 19 countries and territories worldwide that have been validated by WHO for EMTCT. Twelve of these are in the Region of the Americas. In 2015, Cuba became the first country in the world to be validated for EMTCT of HIV and the elimination of congenital syphilis. Other countries in the Region include Anguilla, Antigua and Barbuda, Bermuda, Cayman Islands, Montserrat, and Saint Kitts and Nevis in 2017; Dominica in 2020; Belize in 2023; and Jamaica and Saint Vincent and the Grenadines in 2024.</p><p>Outside the Americas, countries validated for EMTCT of HIV include Armenia, Belarus, Malaysia, Maldives, Oman, Sri Lanka, and Thailand.</p><p>&nbsp;</p>",https://www.who.int/news/item/18-12-2025-who-validates-brazil-for-eliminating-mother-to-child-transmission-of-hiv
WHO,2025-12-17 08:09:29+00:00,Other,"WHO hosts the second Global Summit to advance evidence, integration and innovation for traditional medicine","<p>The World Health Organization (WHO)&rsquo;s <a href=""https://tm-summit.org/"">Second Global Summit on Traditional Medicine</a>, jointly organized with the Government of India, opens today, bringing together government ministers, scientists, Indigenous leaders, and practitioners from more than 100 countries. The Summit is expected to announce major scientific initiatives and new commitments aimed at advancing the implementation of the  <a href=""https://www.who.int/publications/i/item/9789240113176"">WHO Global Traditional Medicine Strategy 2025&ndash;2034</a>, centred on stronger evidence, better regulation,&nbsp;systems integration, collaboration and community engagement.&nbsp;</p><p><a href=""https://www.who.int/health-topics/traditional-complementary-and-integrative-medicine"">Traditional medicine</a> (TM) encompasses codified and non-codified systems that predate biomedicine and have continued to evolve for contemporary use. For many, TM remains the main source of health care&mdash;locally accessible, affordable and bio-culturally aligned&mdash;and for many more, it is a preferred, personalized and more natural health option. Nearly 90% of WHO Member States (170 out of 194) report that&nbsp;40&ndash;90%&nbsp;of their populations use TM.<br /></p><p>&ldquo;WHO is committed to uniting the wisdom of millennia with the power of modern science and technology to realise the vision of health for all,&rdquo; said Dr Tedros Adhanom Ghebreyesus, WHO Director-General. &ldquo;By engaging responsibly, ethically, and equitably, and by harnessing innovation from AI to genomics, we can unlock the potential of traditional medicine to deliver safer, smarter, and more sustainable health solutions for every community and for our planet.&rdquo;<br /></p><h2>Strengthening evidence, regulation and integration of TM into health systems</h2><p>In a world facing increasing challenges to health systems, nearly half of the global population &ndash; 4.6 billion &ndash; lack access to essential health services, while a quarter &ndash; over 2 billion people&nbsp;&ndash;&nbsp; <a href=""https://www.who.int/news-room/fact-sheets/detail/universal-health-coverage-(uhc)"">experience financial hardship to access health care</a>. Integrating TM into health systems is critical to expanding access and choice to affordable, people-centred health care and advancing UHC, ensuring everyone can receive health care they need without financial strain.</p><p>Emerging evidence indicates that integrating TM into health systems can deliver cost efficiencies and improve health outcomes. Such integration emphasizes prevention and health promotion, contributing to broader health benefits such as more appropriate use of antibiotics.</p><p>Achieving effective integration requires robust science, global standards for quality and safety, and strong regulatory mechanisms. &ldquo;We need to apply the same scientific rigour to the assessment and validation of biomedicine and traditional medicines, while respecting biodiversity, cultural specificities and ethical principles,&rdquo; said Dr Sylvie Briand, WHO Chief Scientist. &ldquo;Stronger collaborations and frontier technologies &ndash; such as AI, genomics, systems biology, neurosciences and advanced data analytics &ndash; can transform how we study and apply traditional medicine.&rdquo;</p><h2>Advancing innovation, investment and sustainable benefits</h2><p>TM underpins fast-growing global industries, such as herbal medicines. All TM formulations, and more than half of biomedical pharmaceuticals, originate from natural resources, which remain a vital source for new drug discovery. Indigenous Peoples safeguard around 40% of the world&rsquo;s biodiversity while representing just 6% of the global population. Advancing TM requires addressing Indigenous rights, fair trade, and benefit-sharing considerations.<br /></p><p>Despite TM&rsquo;s widespread use and vital role in stewarding natural resources for health and well-being, less than 1% of global health research funding is dedicated to TM. To help close the knowledge and research gaps, WHO is launching the Traditional Medicine Global Library, the first of its kind, featuring more than 1.6 million scientific records spanning research, policies, regulations and thematic collections on diverse TM applications.&nbsp;</p><p>Developed in response to calls by Heads of State during G20 and BRICS meetings in 2023, the Library also provides equitable online access to peer-reviewed content for institutions in lower-income countries through the Research4Life initiative. It also supports countries in documenting TM with intellectual property protections and in building scientific capacity to drive innovation.&nbsp;</p><p>&ldquo;Advancing traditional medicine is an evidence-based, ethical and environmental imperative,&rdquo; said Dr Shyama Kuruvilla, Director a.i. of WHO&rsquo;s Global Traditional Medicine Centre. &ldquo;The Global Summit fosters the conditions and collaborations required for TM to contribute at scale to the flourishing of all people and the planet.&rdquo;<br /></p><p>The Summit (17&ndash;19 December 2025, New Delhi) will also announce new commitments from governments and other stakeholders, alongside a call for a global consortium to address systemic gaps and accelerate implementation of the Global TM Strategy at scale.</p><p>&nbsp;</p>",https://www.who.int/news/item/17-12-2025-who-hosts-the-second-global-summit-to-advance-evidence--integration-and-innovation-for-traditional-medicine
WHO,2025-12-16 08:06:59+00:00,Other,World leaders adopt a historic global declaration on noncommunicable diseases and mental health,"Leaders from across the world at the Eightieth United Nations General Assembly (UNGA) have adopted the political declaration to combat noncommunicable diseases (NCDs) and mental health challenges through a fully integrated approach. This is the outcome of the intergovernmental negotiations in advance of and considered by the fourth high-level meeting of the UNGA on the prevention and control of NCDs and the promotion of mental health and well-being, held on 25 September 2025.",https://www.who.int/news/item/16-12-2025-world-leaders-adopt-a-historic-global-declaration-on-noncommunicable-diseases-and-mental-health
WHO,2025-12-11 15:09:10+00:00,Vaccination,WHO expert group’s new analysis reaffirms there is no link between vaccines and autism,"New analysis from a WHO global expert committee on vaccine safety has found that, based on available evidence, no causal link exists between vaccines and autism spectrum disorders (ASD). The conclusion reaffirms WHO’s position that childhood vaccines do not cause autism.",https://www.who.int/news/item/11-12-2025-who-expert-group-s-new-analysis-reaffirms-there-is-no-link-between-vaccines-and-autism
WHO,2025-12-06 01:45:23+00:00,Policy and system,"Most countries make progress towards universal health coverage, but major challenges remain, WHO–World Bank report finds","<p>Since 2000, most countries &ndash; across all income levels and regions &ndash; have made concurrent progress in expanding health service coverage and reducing the financial hardship associated with health costs, according to a new joint report from the World Health Organization (WHO) and the World Bank Group. These two indicators are the foundation of universal health coverage (UHC) &ndash; the global commitment that everyone, everywhere can access the care they need without financial hardship by 2030.</p><p>The <a href=""https://www.who.int/publications/i/item/9789240117815"">UHC Global Monitoring Report 2025</a> shows that health service coverage, measured by the Service Coverage Index (SCI), rose from 54 to 71 points between 2000 and 2023. Meanwhile, the share of people experiencing financial hardship due to large and impoverishing out-of-pocket (OOP) health payments declined from 34% to 26% between 2000 and 2022.</p><p>However, the report cautions that the poorest populations continue to bear the greatest burden of unaffordable health costs, with 1.6&nbsp;billion people further pushed into poverty. Overall, an estimated 4.6&nbsp;billion people worldwide still lack access to essential health services and 2.1&nbsp;billion people experience financial hardship to access health care, including the 1.6&nbsp;billion people living in poverty or pushed deeper into it due to health expenses.</p><p>""Universal health coverage is the ultimate expression of the right to health, but this report shows that for billions of people who cannot access or afford the health services they need, that right remains out of reach,&rdquo; said Dr Tedros Adhanom Ghebreyesus, WHO Director-General. &ldquo;In the context of severe cuts to international aid, now is the time for countries to invest in their health systems, to protect the health of their people and economies. WHO is supporting them to do that.&rdquo;</p><p>Financial hardship in health is defined as household spending more than 40% of its discretionary budget on OOP health expenses. Cost of medicines is a major driver of financial hardship: in three-quarters of countries with available data, medicines account for at least 55% of people&rsquo;s OOP health expenses. The burden is even greater among people living in poverty who allocate a median of 60% of their OOP health expenses on medicines diverting their scarce resources from other essential needs.</p><p>While the burden of OOP health costs falls mostly on poorer people, it also affects better-off segments of the population that allocate a large share of their budgets to health expenses, particularly in middle-income countries where this group of people is growing.</p><p>Without faster progress, full-service coverage without financial hardship will remain out of reach for many: the global SCI is projected to reach only 74 out of 100 by 2030, with nearly 1 in 4 people worldwide still facing financial hardship at the end of the Sustainable Development Goals (SDG) era.</p><h2>Encouraging progress in low-income countries with largest gaps</h2><p>Despite positive direction, the global progress rate has slowed since 2015 with only one-third of countries improving in both increasing health coverage and reducing financial hardship. All WHO regions have improved service coverage, but only half &ndash; Africa, South-East Asia, the Western Pacific &ndash; also reduced financial hardship. Low-income countries achieved the fastest gains in both areas but are still facing  the largest gaps.</p><p>The global increase in health service coverage has been driven largely by advances in infectious disease programmes. Coverage for noncommunicable diseases (NCDs) has shown steady improvement, while gains in reproductive, maternal, newborn, and child health have been modest.</p><p>The report notes that improved sanitation has supported service coverage gains. At the same time, inclusive economic growth, rising incomes, and stronger social protection mechanisms have driven poverty reduction, especially in low-income countries, contributing to declines in financial hardship. However, health costs have increasingly become a source of financial hardship among the poor.</p><h2>Inequalities are getting starker</h2><p>Despite progress, persistent gaps and inequalities are on the rise. In 2022, 3 out of 4 people among the poorest segment of the populations faced financial hardship from health costs, compared with fewer than 1 in 25 among the richest.</p><p>Women, people living in poverty, or in rural areas, or with less education, reported greater difficulty accessing essential health services. The gap between women in the richest and poorest quintiles narrowed slightly, from about 38 to 33 percentage points over the past decade. Even in high-performing regions such as Europe, vulnerable groups &ndash; including the poorest and people with disabilities &ndash; continue to report higher unmet health needs.</p><p>These findings likely underestimate the true extent of health inequalities, as the most vulnerable groups &ndash; such as displaced populations and people living in informal settlements &ndash; are often missing in data sources used to monitor progress toward UHC.</p><h2>Actions leading to 2030</h2><p>Achieving the UHC goal by 2030 is central to realizing the human right to health. With five years remaining on the SDG agenda, urgent action is now needed to  drive progress. The report underscores the critical role of political commitment in every country and community, and calls for action in six core areas:</p><ul><li>ensure essential health care is free at the point of care for people living in poverty and vulnerable situations;</li><li>expand public investments in health systems;</li><li>address high out-of-pocket spending on medicines;</li><li>accelerate access to essential NCD services, especially as the disease burden rises;</li><li>strengthen primary health care to promote equity and efficiency; and </li><li>adopt multisectoral approaches, recognizing that determinants of health and UHC drivers extend beyond the health sector.</li></ul><p>&nbsp;</p><h2>Editor&rsquo;s note</h2><p>This edition of the UHC Global Monitoring Report 2025 reflects the first round of UHC tracking to incorporate revised SDG indicators for health service coverage (SDG 3.8.1) and financial hardship (SDG 3.8.2), introduced in 2025. Using the revised indicators, and reproduction of the full time series, the report has presented global and regional trends in service coverage from 2000 to 2023, based on time series data for 195 countries or territories, and global and regional trends in financial hardship from 2000 to 2022, based on primary country time series for 168 countries. More about&nbsp;<a href=""https://www.who.int/data/monitoring-universal-health-coverage"">monitoring universal health coverage</a>.</p><p>The Report is presented at the UHC High-Level Forum, jointly hosted by the Government of Japan, the World Bank Group, and WHO, in Tokyo, Japan. The Forum will also mark the official launch of the UHC Knowledge Hub in Tokyo, established by WHO and the World Bank Group with the support of the Government of Japan. The Hub offers capacity strengthening programmes for Ministries of Health and Finance to support health financing reforms. More about the <a href=""https://www.who.int/news-room/events/detail/2025/12/06/default-calendar/universal-health-coverage-(uhc)-high-level-forum"">Universal Health Coverage (UHC) High-level Forum 2025</a>.</p><p>WHO, the World Bank Group, UHC2030 and the Joint Learning Network for Universal Health Coverage will organize a technical webinar &ldquo;Tracking Universal Health Coverage: 2025 Global Monitoring Report&rdquo; on 8 December 2025, at 8:00&ndash;9:30am EST | 14:00&ndash;15:30 CET. You can join the webinar <a href=""https://worldbankgroup.zoom.us/j/98694745632?pwd=XaTlyV3Y4q1HwOvjkEiQwFap6IaowS.1"" target=""_blank"">through this link</a>. (Passcode: .W1MJT=@r3)</p><p>&nbsp;</p>",https://www.who.int/news/item/06-12-2025-most-countries-make-progress-towards-universal-health-coverage-but-major-challenges-remain-who-world-bank-report-finds
WHO,2025-12-05 18:44:42+00:00,Pandemic,Countries to reconvene sooner to accelerate progress on WHO Pathogen Access and Benefit Sharing system negotiations,"<p>WHO Member States today ended their latest round of intensive negotiations on the world&rsquo;s first Pathogen Access andBenefit Sharing (PABS) system. Countries decided to resume deliberations in January in a reflection of the shared commitment and urgency needed to help make the world safer from future pandemics.</p><p><span style=""background-color: transparent; text-align: inherit; white-space: inherit;"">Countries convened for the fourth meeting of the </span><a href=""https://www.who.int/about/governance/world-health-assembly/intergovernmental-working-group-on-the-who-pandemic-agreement"">Intergovernmental Working Group (IGWG) on the WHO Pandemic Agreement</a><span style=""background-color: transparent; text-align: inherit; white-space: inherit;""> in Geneva from 1&ndash;5 December 2025. They requested to extend the current fourth round of negotiations, agreeing to resume from 20&ndash;22 January 2026.</span></p><p><span style=""background-color: transparent; text-align: inherit; white-space: inherit;"">The World Health Assembly established the IGWG to undertake several tasks, including, as a priority, to draft and negotiate the PABS annex to the WHO Pandemic Agreement.&nbsp;Member States requested the establishment of a PABS platform to operate as a global system to share pathogens and their genetic information, along with the benefits that arise from their use, in a timely, fair and transparent way. This would pave the way for a more effective and equitable response to the next pandemic.</span></p><p><span style=""background-color: transparent; text-align: inherit; white-space: inherit;"">&ldquo;As we cross the halfway mark in negotiations on the Pathogen Access and Benefit-Sharing (PABS) system, I am encouraged by the progress we&rsquo;ve made towards enabling a faster and more equitable global response to future pandemics,"" said IGWG Bureau co-chair Mr Matthew Harpur of the United Kingdom. ""Member States have demonstrated real commitment to finding common ground and bridging differences, as we work to deliver a strong PABS system by the next World Health Assembly.&rdquo;</span></p><p><span style=""background-color: transparent; text-align: inherit; white-space: inherit;"">IGWG Bureau co-Chair Ambassador Tovar da Silva Nunes, of Brazil, said: &ldquo;WHO Member States have shown their dedication to finishing this important task. The progress achieved on access, benefit-sharing and core governance areas provides the foundation to move the process forward. We are confident we can build a strong and balanced PABS system that will benefit all people.&rdquo;&nbsp;</span></p><p><span style=""background-color: transparent; text-align: inherit; white-space: inherit;"">WHO Director-General Dr Tedros Adhanom Ghebreyesus added: &ldquo;This is both a generational opportunity and a generational responsibility. I thank Member States and the IGWG Bureau for rising to the occasion. As we get ready to close out this year, we are in a strong position to forge consensus, finalize the draft, and prepare for adoption at next year&rsquo;s World Health Assembly. Together, we are moving toward a world that is better prepared for future pandemics.""&nbsp;&nbsp;</span></p><p><span style=""background-color: transparent; text-align: inherit; white-space: inherit;"">Before this fourth session, the IGWG Bureau organized </span><a href=""https://www.who.int/news-room/events/detail/2025/11/24/default-calendar/informal-dialogues-of-the-intergovernmental-working-group-(igwg)-on-the-who-pandemic-agreement"">informal dialogues</a><span style=""background-color: transparent; text-align: inherit; white-space: inherit;""> with stakeholders, including representatives from the private sector, academia, laboratories and sequence information databases. Similar focused dialogues will continue over the following weeks, in preparation for the resumed session in January. The fifth IGWG meeting will take place on 9&ndash;14 February 2026.</span></p><p>&nbsp;</p>",https://www.who.int/news/item/05-12-2025-countries-to-reconvene-sooner-to-accelerate-progress-on-who-pathogen-access-and-benefit-sharing-system-negotiations
WHO,2025-12-04 08:23:36+00:00,Other,New tools saved a million lives from malaria last year but progress under threat as drug resistance rises,This year’s report provides a critical and up-to-date snapshot of efforts to control and eliminate malaria across 80 countries. The report also presents the threat posed by antimalarial resistance and its impact.,https://www.who.int/news/item/04-12-2025-new-tools-saved-a-million-lives-from-malaria-last-year-but-progress-under-threat-as-drug-resistance-rises
WHO,2025-12-01 13:00:25+00:00,Nutrition and lifestyle,WHO issues global guideline on the use of GLP-1 medicines in treating obesity,"To address the growing global health challenge of obesity, which affects more than 1 billion people, WHO has released its first guideline on the use of Glucagon-Like Peptide-1 (GLP-1) therapies for treating obesity as a chronic, relapsing disease.",https://www.who.int/news/item/01-12-2025-who-issues-global-guideline-on-the-use-of-glp-1-medicines-in-treating-obesity
WHO,2025-11-30 17:04:40+00:00,Vaccination,New prevention tools and investment in services essential in the fight against AIDS,"<p>On World AIDS Day, the World Health Organization (WHO) calls on governments and partners to rapidly expand access to new WHO-approved tools including lenacapavir (LEN) to drive down infections and counter disruption to essential health services caused by cuts to foreign aid.</p><p>Despite dramatic funding setbacks, the global HIV response has gained a remarkable momentum in 2025 with the introduction and <a href=""https://www.who.int/news/item/14-07-2025-who-recommends-injectable-lenacapavir-for-hiv-prevention"">WHO approval of twice-yearly injectable lenacapavir</a> for HIV prevention. LEN, a highly effective, long-acting alternative to oral pills and other options, is a transformative intervention for people who face challenges with regular adherence and stigma in accessing health care. WHO released in July this year  <a href=""https://www.who.int/publications/i/item/9789240111608"">new guidelines recommending the use of lenacapavir</a> as an additional pre-exposure prophylaxis (PrEP) option for HIV prevention.</p><p>Sharp and sudden reductions in international funding this year led to disruptions in HIV prevention, treatment and testing services, with essential community-led programmes, including pre-exposure prophylaxis (PrEP) and harm reduction initiatives for people who inject drugs, being scaled back or shut down entirely in some countries. </p><p>&ldquo;We face significant challenges, with cuts to international funding, and prevention stalling,"" said Dr Tedros Adhanom Ghebreyesus, WHO Director-General. &ldquo;At the same time, we have significant opportunities, with exciting new tools with the potential to change the trajectory of the HIV epidemic. Expanding access to those tools for people at risk of HIV everywhere must be priority number one for all governments and partners.&rdquo;</p><p>Marking <a href=""https://www.who.int/campaigns/world-aids-day/2025"">World AIDS Day</a> under the theme <em>&ldquo;Overcoming disruption, transforming the AIDS response&rdquo;</em>, WHO is urging a dual track approach &ndash; solidarity and investment in innovations to protect and empower communities most at risk.</p><p>After decades of progress, the HIV response stands at a crossroads. In 2024:</p><ul><li>HIV prevention efforts stagnated, with 1.3&nbsp;million new infections, disproportionately impacting key and vulnerable populations; </li><li><a href=""https://www.unaids.org/sites/default/files/2025-11/2025-WAD-report_en.pdf?utm_source=UNAIDS+Newsletter&amp;utm_campaign=b06b95a07b-2025-world-aids-day-report&amp;utm_medium=email&amp;utm_term=0_e7a6256e25-b06b95a07b-50099489""></a><a href=""https://www.unaids.org/sites/default/files/2025-11/2025-WAD-report_en.pdf?utm_source=UNAIDS+Newsletter&amp;utm_campaign=b06b95a07b-2025-world-aids-day-report&amp;utm_medium=email&amp;utm_term=0_e7a6256e25-b06b95a07b-50099489"">UNAIDS data</a> reveal that almost half (49%) of new HIV infections occurred among key populations &ndash; including sex workers, men who have sex with men, transgender women, and people who inject drugs &ndash; and their sexual partners; </li><li>while sex workers and transgender women face a 17-fold higher risk of acquiring HIV, men who have sex with men face an 18-fold higher risk, and people who inject drugs &ndash; a 34-fold higher risk; </li><li>underlying drivers include stigma, discrimination, and legal, social and structural barriers these groups face to access HIV care; and </li><li>globally, an estimated 40.8 million people were living with HIV, and 630 000 people died from HIV-related causes.</li></ul><p>While the full scale of the impact of foreign aid cuts is still being assessed, access to PrEP is believed to have declined dramatically. The AIDS Vaccine Advocacy Coalition estimates that, as of October 2025, 2.5 million people who used PrEP in 2024 lost access to their medications in 2025 due solely to donor funding cuts. Such disruptions could have far-reaching consequences for the global HIV response, jeopardizing efforts to end AIDS by 2030. </p><h2>Momentum for innovation<strong> </strong></h2><p><strong></strong>&ldquo;We are entering a new era of powerful innovations in HIV prevention and treatment,&rdquo; said Dr Tereza Kasaeva, Director of WHO&rsquo;s Department for HIV, TB, Hepatitis and STIs. &ldquo;By pairing these advances with decisive action, supporting communities, and removing structural barriers, we can ensure that key and vulnerable populations have full access to life-saving services.&rdquo; </p><p>WHO prequalified LEN for HIV prevention on 6 October 2025, followed by national regulatory approvals that will increase access in South Africa (on 27 October), Zimbabwe (27 November) and Zambia (4 November). WHO&rsquo;s Collaborative Registration Procedure (CRP) supported these approvals. WHO is also working closely with partners such as CIFF, the Gates Foundation, the Global Fund to Fight AIDS, Tuberculosis and Malaria and Unitaid to enable affordable access to LEN in countries. Ensuring that long-acting HIV medicines for prevention and treatment reach priority populations must be a global priority. </p><h2>Integrating HIV services into primary health care</h2><p><strong></strong>WHO emphasizes that ending the AIDS epidemic depends on a fully integrated, evidence-based and rights-driven approach under the umbrella of primary health care. WHO will continue working with partners and leaders to put those most affected at the centre of the HIV response. Despite funding setbacks, the resilience and leadership of communities offer a clear path forward. By strengthening health systems, increasing domestic investment, and protecting human rights, countries can safeguard gains and ensure no one is left behind.</p><p>&nbsp;</p>",https://www.who.int/news/item/01-12-2025-new-prevention-tools-and-investment-in-services-essential-in-the-fight-against-aids
WHO,2025-11-28 08:12:14+00:00,Other,WHO issues first global guideline on infertility,"The World Health Organization (WHO) today called on countries to make fertility care safer, fairer and more affordable for all in its first-ever global guideline for the prevention, diagnosis and treatment of infertility.Infertility is estimated to affect 1 in 6 people of reproductive age at some point in their lives.",https://www.who.int/news/item/28-11-2025-who-issues-first-global-guideline-on-infertility
WHO,2025-11-26 18:24:57+00:00,Vaccination,"Measles deaths down 88% since 2000, but cases surge","Global immunization efforts have led to an 88% drop in measles deaths between 2000 and 2024, according to a new report from the World Health Organization (WHO). Nearly 59 million lives have been saved by the measles vaccine since 2000.",https://www.who.int/news/item/28-11-2025-measles-deaths-down-88--since-2000--but-cases-surge
